,0
973,1
974,3
975,0
976,4
977,0
978,6
979,6
980,1
981,1
982,1
983,4
984,4
985,0
986,1
987,4
988,1
989,2
990,6
991,6
992,3
993,6
994,1
995,2
996,5
997,4
998,6
999,6
1000,3
1001,1
1002,4
1003,2
1004,5
1005,1
1006,2
1007,6
1008,6
1009,3
1010,0
1011,3
1012,2
1013,6
1014,0
1015,5
1016,0
1017,1
1018,1
1019,5
1020,0
1021,4
1022,0
1023,6
1024,3
1025,4
1026,5
1027,4
1028,3
1029,2
1030,3
1031,3
1032,2
1033,5
1034,4
1035,3
1036,5
1037,1
1038,5
1039,1
1040,6
1041,0
1042,6
1043,2
1044,1
1045,5
1046,3
1047,6
1048,5
1049,6
1050,6
1051,5
1052,1
1053,0
1054,5
1055,3
1056,2
1057,2
1058,6
1059,0
1060,2
1061,2
1062,3
1063,5
1064,0
1065,4
1066,4
1067,1
1068,4
1069,3
1070,5
1071,2
1072,5
1073,2
1074,2
1075,5
1076,6
1077,5
1078,4
1079,0
1080,4
1081,4
1082,2
1083,5
1084,0
1085,4
1086,0
1087,2
1088,2
1089,0
1090,0
1091,5
1092,0
1093,5
1094,2
1095,4
1096,3
1097,4
1098,3
1099,0
1100,4
1101,0
1102,3
1103,5
1104,6
1105,5
1106,6
1107,6
1108,5
1109,0
1110,6
1111,6
1112,5
1113,5
1114,1
1115,1
1116,4
1117,1
1118,4
1119,2
1120,6
1121,1
1122,4
1123,0
1124,5
1125,4
1126,4
1127,6
1128,1
1129,0
1130,3
1131,5
1132,2
1133,0
1134,6
1135,2
1136,6
1137,4
1138,6
1139,0
1140,0
1141,1
1142,4
1143,6
1144,0
1145,3
1146,2
1147,0
1148,5
1149,0
1150,6
1151,0
1152,2
1153,1
1154,3
1155,1
1156,1
1157,2
1158,5
1159,6
1160,4
1161,4
1162,6
1163,4
1164,4
1165,2
1166,5
1167,6
1168,5
1169,3
1170,5
1171,2
1172,6
1173,4
1174,5
1175,1
1176,2
1177,1
1178,3
1179,5
1180,5
1181,1
1182,5
1183,6
1184,4
1185,4
1186,4
1187,3
1188,3
1189,5
1190,3
1191,5
1192,6
1193,5
1194,2
1195,1
1196,4
1197,1
1198,1
1199,1
1200,3
1201,5
1202,5
1203,2
1204,5
1205,3
1206,6
1207,1
1208,4
1209,1
1210,1
1211,0
1212,5
1213,3
1214,3
1215,2
1216,2
1217,3
1218,0
1219,5
1220,2
1221,2
1222,4
1223,4
1224,1
1225,0
1226,6
1227,3
1228,0
1229,4
1230,5
1231,1
1232,0
1233,1
1234,2
1235,4
1236,4
1237,3
1238,0
1239,4
1240,3
1241,5
1242,4
1243,4
1244,5
1245,6
1246,1
1247,2
1248,1
1249,3
1250,6
1251,4
1252,3
1253,3
1254,3
1255,4
1256,5
1257,1
1258,5
1259,6
1260,5
1261,2
1262,0
1263,6
1264,6
1265,2
1266,6
1267,3
1268,6
1269,6
1270,5
1271,1
1272,0
1273,2
1274,4
1275,1
1276,1
1277,0
1278,5
1279,0
1280,2
1281,6
1282,1
1283,3
1284,3
1285,1
1286,3
1287,6
1288,0
1289,3
1290,1
1291,5
1292,3
1293,4
1294,4
1295,0
1296,5
1297,2
1298,1
1299,1
1300,2
1301,5
1302,2
1303,1
1304,1
1305,2
1306,2
1307,4
1308,2
1309,5
1310,3
1311,4
1312,1
1313,2
1314,3
1315,2
1316,0
1317,0
1318,4
1319,1
1320,1
1321,6
1322,4
1323,2
1324,0
1325,1
1326,6
1327,2
1328,6
1329,5
1330,4
1331,2
1332,0
1333,3
1334,2
1335,0
1336,1
1337,0
1338,3
1339,6
1340,5
1341,4
1342,3
1343,0
1344,2
1345,4
1346,0
1347,4
1348,3
1349,2
1350,0
1351,2
1352,0
1353,3
1354,0
1355,0
1356,5
1357,3
1358,1
1359,0
1360,5
1361,4
1362,2
1363,1
1364,5
1365,1
1366,6
1367,6
1368,2
1369,4
1370,5
1371,5
1372,3
1373,4
1374,5
1375,4
1376,6
1377,2
1378,2
1379,4
1380,4
1381,4
1382,0
1383,2
1384,6
1385,2
1386,2
1387,0
1388,1
1389,6
1390,6
1391,1
1392,4
1393,4
1394,4
1395,1
1396,1
1397,1
1398,2
1399,0
1400,1
1401,4
1402,1
1403,1
1404,6
1405,3
1406,4
1407,2
1408,3
1409,4
1410,3
1411,5
1412,6
1413,5
1414,5
1415,4
1416,3
1417,4
1418,6
1419,0
1420,4
1421,0
1422,4
1423,2
1424,1
1425,2
1426,1
1427,5
1428,4
1429,0
1430,4
1431,3
1432,2
1433,3
1434,6
1435,4
1436,4
1437,4
1438,2
1439,3
1440,0
1441,1
1442,0
1443,1
1444,2
1445,1
1446,5
1447,4
1448,1
1449,6
1450,0
1451,6
1452,2
1453,5
1454,2
1455,3
1456,1
1457,0
1458,5
1459,5
1460,5
1461,4
1462,0
1463,0
1464,5
1465,6
1466,5
1467,0
1468,4
1469,2
1470,0
1471,3
1472,4
1473,4
1474,0
1475,1
1476,0
1477,1
1478,5
1479,5
1480,2
1481,0
1482,2
1483,6
1484,6
1485,1
1486,3
1487,6
1488,2
1489,5
1490,3
1491,5
1492,4
1493,5
1494,1
1495,6
1496,0
1497,4
1498,0
1499,5
1500,3
1501,3
1502,6
1503,2
1504,1
1505,3
1506,3
1507,1
1508,1
1509,6
1510,5
1511,5
1512,1
1513,0
1514,3
1515,5
1516,2
1517,0
1518,1
1519,3
1520,5
1521,2
1522,3
1523,2
1524,3
1525,0
1526,4
1527,0
1528,6
1529,1
1530,3
1531,1
1532,0
1533,4
1534,1
1535,0
1536,2
1537,4
1538,1
1539,0
1540,4
1541,4
1542,6
1543,4
1544,6
1545,3
1546,2
1547,4
1548,1
1549,3
1550,3
1551,0
1552,0
1553,4
1554,6
1555,0
1556,2
1557,1
1558,6
1559,3
1560,0
1561,6
1562,4
1563,5
1564,5
1565,2
1566,6
1567,1
1568,2
1569,5
1570,0
1571,6
1572,4
1573,3
1574,1
1575,3
1576,5
1577,1
1578,5
1579,6
1580,0
1581,3
1582,0
1583,0
1584,4
1585,4
1586,2
1587,5
1588,5
1589,1
1590,1
1591,3
1592,4
1593,4
1594,1
1595,6
1596,5
1597,3
1598,2
1599,4
1600,6
1601,3
1602,3
1603,0
1604,3
1605,1
1606,2
1607,0
1608,3
1609,3
1610,4
1611,2
1612,2
1613,3
1614,2
1615,0
1616,3
1617,6
1618,5
1619,6
1620,1
1621,0
1622,6
1623,2
1624,3
1625,3
1626,4
1627,4
1628,6
1629,5
1630,0
1631,5
1632,5
1633,5
1634,5
1635,1
1636,0
1637,2
1638,0
1639,6
1640,2
1641,2
1642,5
1643,3
1644,6
1645,3
1646,0
1647,0
1648,5
1649,3
1650,1
1651,2
1652,4
1653,2
1654,1
1655,0
1656,2
1657,6
1658,3
1659,1
1660,0
1661,0
1662,5
1663,0
1664,5
1665,0
1666,2
1667,5
1668,1
1669,4
1670,2
1671,0
1672,3
1673,5
1674,3
1675,6
1676,6
1677,1
1678,6
1679,6
1680,3
1681,0
1682,5
1683,2
1684,6
1685,6
1686,6
1687,6
1688,5
1689,5
1690,2
1691,1
1692,0
1693,4
1694,1
1695,5
1696,6
1697,5
1698,3
1699,4
1700,5
1701,2
1702,0
1703,1
1704,0
1705,6
1706,4
1707,6
1708,2
1709,4
1710,0
1711,1
1712,4
1713,4
1714,1
1715,2
1716,6
1717,0
1718,0
1719,2
1720,2
1721,6
1722,0
1723,5
1724,2
1725,3
1726,1
1727,2
1728,1
1729,5
1730,5
1731,1
1732,4
1733,5
1734,1
1735,6
1736,5
1737,1
1738,1
1739,4
1740,6
1741,0
1742,5
1743,3
1744,6
1745,2
1746,1
1747,2
1748,3
1749,3
1750,1
1751,6
1752,6
1753,5
1754,4
1755,6
1756,2
1757,5
1758,0
1759,1
1760,3
1761,2
1762,6
1763,4
1764,3
1765,3
1766,6
1767,1
1768,1
1769,0
1770,2
1771,1
1772,1
1773,0
1774,0
1775,2
1776,6
1777,5
1778,3
1779,3
1780,6
1781,6
1782,3
1783,1
1784,2
1785,6
1786,3
1787,3
1788,1
1789,6
1790,1
1791,2
1792,5
1793,1
1794,1
1795,1
1796,3
1797,3
1798,0
1799,3
1800,2
1801,4
1802,4
1803,0
1804,1
1805,6
1806,4
1807,0
1808,2
1809,0
1810,4
1811,1
1812,2
1813,0
1814,1
1815,5
1816,4
1817,6
1818,5
1819,3
1820,0
1821,3
1822,6
1823,1
1824,4
1825,3
1826,6
1827,5
1828,1
1829,1
1830,5
1831,5
1832,5
1833,0
1834,1
1835,2
1836,0
1837,1
1838,5
1839,4
1840,3
1841,6
1842,4
1843,0
1844,3
1845,6
1846,4
1847,0
1848,6
1849,2
1850,0
1851,6
1852,3
1853,0
1854,5
1855,3
1856,5
1857,5
1858,3
1859,6
1860,3
1861,1
1862,1
1863,5
1864,6
1865,3
1866,5
1867,0
1868,6
1869,6
1870,1
1871,3
1872,1
1873,5
1874,2
1875,1
1876,5
1877,6
1878,6
1879,4
1880,2
1881,3
1882,3
1883,4
1884,0
1885,4
1886,2
1887,1
1888,1
1889,5
1890,5
1891,4
1892,1
1893,6
1894,4
1895,5
1896,2
1897,6
1898,4
1899,6
1900,1
1901,5
1902,3
1903,6
1904,2
1905,6
1906,1
1907,6
1908,6
1909,3
1910,6
1911,6
1912,5
1913,1
1914,5
1915,1
1916,2
1917,5
1918,6
1919,1
1920,1
1921,2
1922,5
1923,3
1924,5
1925,6
1926,1
1927,1
1928,3
1929,2
1930,1
1931,1
1932,0
1933,4
1934,0
1935,5
1936,4
1937,0
1938,5
1939,1
1940,0
1941,0
1942,3
1943,0
1944,5
1945,4
1946,6
1947,3
1948,0
1949,1
1950,5
1951,1
1952,0
1953,4
1954,6
1955,3
1956,3
1957,2
1958,0
1959,0
1960,5
1961,6
1962,1
1963,0
1964,2
1965,4
1966,5
1967,3
1968,4
1969,1
1970,1
1971,6
1972,6
1973,2
1974,3
1975,0
1976,6
1977,0
1978,3
1979,1
1980,0
1981,1
1982,5
1983,5
1984,4
1985,6
1986,2
1987,4
1988,6
1989,6
1990,1
1991,1
1992,3
1993,3
1994,5
1995,6
1996,5
1997,0
1998,6
1999,3
2000,0
2001,6
2002,1
2003,0
2004,4
2005,5
2006,1
2007,2
2008,4
2009,6
2010,0
2011,5
2012,5
2013,2
2014,1
2015,2
2016,1
2017,1
2018,0
2019,2
2020,5
2021,4
2022,1
2023,6
2024,3
2025,2
2026,3
2027,4
2028,6
2029,1
2030,2
2031,2
2032,2
2033,5
2034,5
2035,1
2036,3
2037,4
2038,1
2039,6
2040,4
2041,0
2042,5
2043,2
2044,5
2045,2
2046,2
2047,2
2048,1
2049,4
2050,3
2051,4
2052,1
2053,2
2054,6
2055,5
2056,2
2057,6
2058,6
2059,6
2060,0
2061,5
2062,6
2063,1
2064,0
2065,4
2066,1
2067,2
2068,0
2069,0
2070,6
2071,2
2072,3
2073,5
2074,6
2075,6
2076,2
2077,0
2078,4
2079,2
2080,1
2081,0
2082,5
2083,4
2084,6
2085,3
2086,2
2087,2
2088,1
2089,4
2090,2
2091,2
2092,3
2093,2
2094,2
2095,4
2096,3
2097,0
2098,6
2099,1
2100,1
2101,1
2102,2
2103,3
2104,6
2105,1
2106,5
2107,3
2108,6
2109,2
2110,4
2111,1
2112,2
2113,2
2114,0
2115,4
2116,6
2117,2
2118,1
2119,1
2120,2
2121,5
2122,6
2123,3
2124,4
2125,4
2126,2
2127,6
2128,5
2129,2
2130,4
2131,6
2132,5
2133,3
2134,3
2135,0
2136,3
2137,2
2138,3
2139,0
2140,4
2141,1
2142,0
2143,5
2144,4
2145,1
2146,3
2147,0
2148,0
2149,2
2150,5
2151,5
2152,3
2153,4
2154,3
2155,3
2156,4
2157,2
2158,4
2159,4
2160,2
2161,3
2162,4
2163,1
2164,4
2165,2
2166,4
2167,4
2168,0
2169,2
2170,6
2171,3
2172,4
2173,6
2174,6
2175,3
2176,2
2177,3
2178,6
2179,4
2180,1
2181,6
2182,5
2183,6
2184,1
2185,3
2186,1
2187,5
2188,6
2189,2
2190,1
2191,2
2192,1
2193,6
