,frameIndex,frameTime,pcm_fftMag_mfcc[0],pcm_fftMag_mfcc[1],pcm_fftMag_mfcc[2],pcm_fftMag_mfcc[3],pcm_fftMag_mfcc[4],pcm_fftMag_mfcc[5],pcm_fftMag_mfcc[6],pcm_fftMag_mfcc[7],pcm_fftMag_mfcc[8],pcm_fftMag_mfcc[9],pcm_fftMag_mfcc[10],pcm_fftMag_mfcc[11],pcm_fftMag_mfcc[12],gender,person_id,sentence_type,sentence_id,emotion
14,0,0.000000,5.952539e-01,1.501125e+00,-6.981659e+00,-5.407011e+00,-1.794093e-01,6.988220e+00,6.250548e+00,4.743280e+00,1.721875e+01,-6.774390e-01,-1.400282e+00,3.407563e+00,-2.170436e+01,0,5,0,s2,6
15,0,0.000000,3.170737e+00,-4.891391e+00,-1.258962e+00,-3.762035e-01,1.507496e+01,6.334510e+00,-1.158190e-02,4.803042e+00,-5.218187e+00,7.221207e+00,-3.590637e+00,1.301869e+01,-2.019626e+01,0,5,3,ns2,1
16,0,0.000000,1.346602e+01,-2.387395e-01,-7.386178e+00,1.421606e+00,9.696579e-01,1.089233e+01,1.747463e+01,4.763277e-01,3.299888e+00,-1.066462e+01,-1.993058e+00,2.688161e+00,-2.671203e+01,0,5,1,l5,5
17,0,0.000000,-2.786765e+00,4.616481e+00,1.238945e+01,8.207936e+00,1.089625e+01,-1.403845e+00,1.620386e+00,-5.114916e+00,1.597971e+01,-1.678344e+00,-6.427522e+00,8.875561e-01,-2.333560e+01,0,5,1,l2,6
18,0,0.000000,-4.360125e+00,2.833368e+01,1.128935e+01,-1.254065e+01,1.635233e+01,3.785826e+00,-2.095485e+01,-9.490261e+00,-6.978178e-01,9.037474e+00,6.748339e+00,-5.245293e+00,-1.685707e+00,0,5,0,s1,1
19,0,0.000000,1.309862e+01,-1.818762e-01,-1.837542e+01,-1.723266e+00,1.536971e+01,3.694867e+00,9.134024e+00,1.731830e+00,1.192850e+01,1.901573e+00,-7.419366e+00,1.290431e+00,-2.023345e+01,0,5,0,s2,4
20,0,0.000000,9.622581e+00,5.582185e-01,-6.867159e+00,-2.148530e+00,4.399058e+00,-6.218510e-01,-7.440811e+00,1.751320e+00,1.173073e+01,-5.238873e+00,-1.021466e+01,-4.556010e+00,-1.690197e+01,0,5,3,ns5,1
21,0,0.000000,6.100457e+00,3.591603e+00,5.269316e+00,-6.244332e+00,1.107881e+01,4.478262e+00,-1.089875e+01,-1.306841e+01,-6.200724e+00,4.112456e+00,2.767618e+00,-4.027068e+00,-1.875368e+01,0,5,2,q2,0
22,0,0.000000,1.327455e+01,-8.023218e+00,-1.351252e+01,6.125180e+00,2.784172e+01,6.769969e+00,1.055974e+01,7.379539e+00,-3.983603e+00,-1.666090e+00,-3.580866e+00,-1.274435e+00,-1.905516e+01,0,5,3,ns2,3
23,0,0.000000,1.647021e+00,6.923767e+00,1.078137e+01,3.875126e+00,1.721893e+01,3.973670e+00,-2.221767e+00,6.842900e+00,1.290696e+01,-8.882000e+00,-6.192343e+00,-3.506870e+00,-2.064570e+01,0,5,1,l2,3
24,0,0.000000,1.152659e+00,2.549862e+00,-4.846608e+00,2.665312e+00,-1.144581e-01,2.994903e+00,1.578110e+00,3.419013e+00,2.142924e+01,-7.646084e+00,-6.290819e+00,3.350859e+00,-2.529436e+01,0,5,1,l4,6
25,0,0.000000,7.625524e+00,5.095738e+00,3.336591e+00,-9.149292e-01,-1.714479e+00,4.413260e+00,2.884482e+00,3.140696e-01,-7.026234e+00,-7.521013e+00,1.101058e+00,-5.318723e-01,-1.905856e+01,0,5,3,ns5,3
26,0,0.000000,1.132250e+01,2.664458e+01,-6.658990e+00,-2.163093e+01,-1.667643e+01,-4.307013e-01,-2.109632e+00,2.747818e+01,-2.722573e+01,6.606867e+00,-1.601680e+01,3.960705e+00,-6.814812e+00,0,5,3,ns3,5
27,0,0.000000,8.581516e+00,1.046234e+01,3.000979e+00,8.545272e-01,1.557281e+01,7.715169e+00,-1.134117e+01,-3.289869e+00,-1.021895e+01,-5.367329e+00,1.197714e+01,-4.882531e+00,-7.199226e+00,0,5,0,s1,2
28,0,0.000000,-6.396666e-01,6.594501e+00,-3.679641e+00,-1.756713e+00,1.199160e+01,1.615200e-01,-5.406265e+00,-9.045067e+00,2.817671e+01,-2.834159e+00,-1.168339e+01,8.225384e-01,-8.564842e+00,0,5,1,l4,4
29,0,0.000000,1.215425e+00,5.965738e+00,5.081262e+00,1.863233e+00,2.656317e-02,-2.801930e+00,7.384169e+00,-3.250388e+00,8.328955e+00,-6.157789e-01,4.691955e+00,7.573123e+00,-3.178168e+01,0,5,1,l5,6
30,0,0.000000,1.463615e+01,8.822216e+00,3.539371e+00,-2.222346e+01,7.864929e+00,2.096214e+01,-8.038561e+00,-2.274896e+01,-1.426713e+01,-1.600271e+00,-3.409047e+00,-3.401172e+00,-3.341980e+00,0,5,0,s1,4
31,0,0.000000,-2.500665e+00,1.886031e+01,-8.434351e+00,1.964444e+01,-2.242967e+00,5.167103e-02,-6.923598e+00,-2.151594e+01,2.251813e+00,-2.574844e+01,3.332439e+00,7.886842e+00,-9.731201e+00,0,5,2,q1,5
32,0,0.000000,7.202172e+00,1.280145e+01,6.986561e-01,1.041890e+01,2.036522e+01,2.258431e+01,4.508331e-01,-7.114506e+00,-1.234291e+01,1.960184e+00,2.140890e+01,1.740814e+01,-1.224567e+01,0,5,1,l1,5
33,0,0.000000,-1.989919e+01,1.539765e+01,-1.905257e+00,-6.223767e-01,1.840092e+01,-3.943996e+00,1.306865e+01,-9.353422e+00,6.885174e+00,-6.638392e+00,-2.049572e+00,5.764427e+00,-1.798640e+01,0,5,2,q2,1
34,0,0.000000,1.447499e+01,1.714182e+01,6.700480e+00,-1.096381e+01,-8.182459e+00,-1.211697e+01,-3.749262e+00,4.028809e+00,3.861078e+00,-7.005375e+00,-5.207438e+00,4.700329e+00,-1.835127e+01,0,5,3,ns3,1
35,0,0.000000,8.151399e+00,1.905041e+01,2.453857e+01,2.118516e+01,2.559948e-02,-3.325553e+00,4.045805e+00,-4.748916e+00,1.772145e+01,-5.329038e+00,1.223263e+01,8.657307e+00,-1.954038e+01,0,5,1,l1,0
36,0,0.000000,2.857004e+00,9.520836e+00,1.579412e+01,8.606828e+00,1.525489e+01,1.795152e+01,1.699768e+01,7.229894e+00,1.627468e+01,8.115553e+00,8.791389e+00,1.542654e+01,-1.578705e+01,0,5,1,l5,0
37,0,0.000000,1.238072e+01,1.101404e+01,3.440683e+00,5.378136e+00,-1.356471e+00,-1.038704e-01,6.219368e+00,-3.546150e-01,8.404540e+00,-1.365693e+01,2.663488e+00,1.829165e+01,-2.133658e+01,0,5,3,ns3,0
38,0,0.000000,6.632766e+00,6.211563e+00,6.034946e+00,3.301121e+01,-2.390878e+00,8.948273e+00,-7.841763e+00,-7.805614e+00,-3.095579e+00,4.398633e+00,-1.238064e+00,-1.834961e+01,-4.059555e+00,0,5,1,l2,0
39,0,0.000000,3.433418e-01,-9.899686e+00,-1.241621e+01,-1.595738e+00,2.221026e+01,4.421869e+00,2.777501e+01,1.229306e+01,-9.873695e+00,7.225121e+00,4.328642e+00,-1.357506e+00,-3.344971e+00,0,5,0,s2,1
40,0,0.000000,7.809917e+00,-9.254425e+00,2.261432e+01,2.223986e+01,-3.723584e+00,-2.007546e+01,-8.549887e+00,-4.387233e+00,1.950658e+00,-5.650590e+00,1.402272e+00,2.593239e+00,-9.034931e+00,0,5,1,l2,5
41,0,0.000000,9.077553e+00,1.278545e+01,-3.244624e+00,-1.353700e+01,-1.768950e+01,-1.373125e+01,-9.780167e+00,-9.242758e+00,-4.284782e+00,-1.842976e+01,6.900777e+00,9.423785e+00,-2.074364e+01,0,5,3,ns3,3
42,0,0.000000,-3.774019e+00,1.194020e+01,-1.180529e+00,2.006709e+01,7.904028e+00,1.711073e-01,8.512362e+00,-1.048099e+01,9.213683e+00,-1.357418e+01,2.186318e+00,4.815841e-01,-2.706878e+01,0,5,2,q1,6
43,0,0.000000,4.455226e+00,6.935960e+00,7.036901e+00,1.929072e+01,-3.229999e+00,1.350571e+01,-2.942276e-01,-3.956237e+00,2.495646e+00,3.260757e+00,1.420549e-01,-8.668602e+00,-2.189484e+01,0,5,1,l2,4
44,0,0.000000,-2.645590e+01,2.785894e+01,6.484149e+00,1.684876e+01,4.910864e+00,9.431800e+00,5.549758e+00,-6.461860e+00,1.381197e+01,-1.352558e+01,5.698422e+00,5.511732e+00,-5.268555e-01,0,5,3,ns4,0
45,0,0.000000,-7.077197e+00,-2.054680e+01,-9.051631e+00,2.660300e+00,2.351311e+01,1.651439e+01,1.551311e+00,9.284105e-01,-5.296950e+00,5.223979e+00,-1.907767e+00,8.187103e+00,1.260298e+01,0,5,3,ns2,0
46,0,0.000000,7.806741e+00,4.277546e+00,4.417491e-01,6.165951e+00,1.266758e+01,1.086780e+01,1.259809e+01,1.166091e+00,5.644248e+00,-1.242022e+00,7.895968e+00,6.998178e+00,-2.029707e+01,0,5,3,ns2,2
47,0,0.000000,9.555658e+00,-5.138683e-02,-1.527993e+00,6.390676e+00,2.403543e+01,2.790865e+00,1.742241e+01,-2.326174e-01,9.705393e+00,-7.561997e+00,-9.706705e+00,2.358425e+00,-2.137534e+01,0,5,1,l3,2
48,0,0.000000,6.794634e-01,-2.503205e+01,-7.705101e+00,-4.012148e+00,3.190354e+01,4.855742e+00,2.693207e+01,-3.164089e+00,-5.763086e+00,5.559572e+00,-1.225154e+01,1.004067e+01,4.879326e+00,0,5,0,s2,0
49,0,0.000000,-2.494820e+00,1.571555e+01,8.619368e+00,-4.679611e+00,2.425650e+01,-4.392513e+00,-9.296276e+00,-1.559542e+01,-1.239375e+01,7.368259e-01,2.356580e+00,5.008398e+00,-1.669894e+01,0,5,1,l1,6
50,0,0.000000,8.755222e+00,3.620298e+00,-1.681456e+00,-1.362169e+00,3.444481e-02,-2.838852e+00,-1.470318e+01,4.424297e+00,2.629120e+00,4.345727e-01,1.291723e+01,8.375124e+00,-2.441747e+01,0,5,3,ns5,4
51,0,0.000000,-1.264402e+01,1.872171e+01,7.217824e+00,2.436453e+01,1.146577e+00,3.360064e+00,-4.707429e+00,-8.831410e+00,8.624734e+00,-2.821682e+01,5.965271e+00,4.709375e+00,-1.628146e+01,0,5,3,ns4,5
52,0,0.000000,5.277009e+00,9.097918e+00,2.478411e+00,5.789323e-01,-1.134516e+00,2.218523e+00,-7.859593e+00,-8.178578e+00,5.327869e+00,-7.060206e+00,-2.037870e-01,8.633950e+00,-2.650124e+01,0,5,2,q1,1
53,0,0.000000,1.514233e+01,2.476063e-01,-1.426390e+01,4.121478e+00,1.257909e+01,8.974701e+00,5.915911e+00,1.819876e+00,1.834662e+01,3.715938e+00,1.018285e+01,-7.579899e-01,-2.048248e+01,0,5,1,l2,2
54,0,0.000000,1.099171e+01,3.064961e+00,8.797998e+00,4.641247e+00,1.938690e+01,1.661327e+01,-1.268684e+00,-4.576387e+00,-7.866053e+00,-1.939418e+00,1.570523e+01,1.246323e+01,-2.233464e+01,0,5,0,s1,6
55,0,0.000000,-1.553738e+01,8.849692e-01,-4.816882e+00,7.918593e+00,1.111552e+01,3.709869e+00,1.088193e+01,9.462609e-01,9.881998e+00,-1.824888e+01,-1.214241e+00,-4.808397e-01,-1.344965e+01,0,5,2,q1,2
56,0,0.000000,-9.589532e+00,1.128250e+01,1.145047e+01,1.625585e+01,3.397611e+00,-6.580886e+00,1.579332e+01,8.380719e+00,7.528847e+00,-1.136348e+01,6.097971e+00,3.981289e+00,-1.417561e+01,0,5,3,ns4,2
57,0,0.000000,1.028429e+01,9.076832e+00,5.211591e+00,1.085074e+01,1.681662e+01,7.647821e+00,-2.645329e+00,-8.587506e+00,-6.036711e-01,-9.756443e+00,5.181989e+00,6.608452e+00,-2.884324e+01,0,5,3,ns1,5
58,0,0.000000,-3.451922e-01,-1.347671e+00,-2.687724e+01,1.887686e+00,2.410670e+01,1.724092e+01,5.937638e+00,-9.335835e+00,7.912072e+00,-1.866256e+01,-4.030867e+00,-2.042274e-01,-1.616170e+01,0,5,1,l3,6
59,0,0.000000,-2.425031e+01,2.879510e+01,-1.586027e+01,9.068055e+00,1.764254e+01,1.074828e+01,1.319786e+01,-3.701809e+00,1.476088e+01,-1.770976e+01,6.052249e+00,2.199186e+00,-9.393082e+00,0,5,2,q1,3
60,0,0.000000,1.424084e+01,7.204758e+00,-1.107911e+01,-4.263515e+00,-1.876040e+01,-6.201603e+00,1.690999e+01,-1.925998e+01,5.355187e+00,-1.143615e+01,1.074449e+01,-1.119219e+01,-2.349068e+00,0,5,3,ns5,5
61,0,0.000000,-1.570568e+00,-9.470463e+00,-8.299262e+00,2.239399e+00,2.170827e+01,-2.266824e+00,1.435758e+01,-9.975219e+00,3.673799e+00,1.149290e+01,4.015731e+00,7.749681e+00,-1.390792e+01,0,5,3,ns1,1
62,0,0.000000,3.264407e+00,1.257528e+01,8.336003e+00,6.077940e+00,6.837220e+00,1.157027e+01,9.646894e+00,-6.515133e+00,1.244382e+01,-1.748233e+01,2.398343e+00,8.870660e+00,-1.343761e+01,0,5,3,ns3,6
63,0,0.000000,2.922542e+00,-1.149958e+00,-2.691539e+00,4.743895e+00,-9.258251e-01,-6.134638e+00,1.197971e+01,-6.693934e-01,1.377517e+01,-4.817685e+00,1.323476e+01,9.139157e+00,-1.332090e+01,0,5,2,q2,2
64,0,0.000000,-5.190794e+00,1.003399e+01,5.385152e+00,-5.156558e+00,1.265716e+01,-1.645573e+01,-4.089748e+00,-2.845240e+00,7.664113e+00,6.212893e+00,4.591455e+00,-9.597608e+00,-2.600174e+00,0,5,1,l1,2
65,0,0.000000,1.738864e+01,4.957535e+00,-8.199641e+00,1.097765e+01,-1.167650e+00,8.583346e+00,-1.238837e+00,6.403115e-01,5.346935e+00,1.322707e+01,-6.248283e-01,1.022004e+01,-1.723715e+01,0,5,3,ns5,0
66,0,0.000000,-7.788724e+00,-4.653313e+00,-1.010284e+00,-4.543618e+00,3.273640e+01,2.548362e+00,2.734215e+00,-1.547750e+01,2.559001e+00,-1.616631e-01,1.258107e+01,-7.066158e+00,-1.248588e+01,0,5,3,ns1,4
67,0,0.000000,-2.391490e+00,-4.509382e+00,3.519252e+01,-1.993679e+01,-6.940071e+00,-2.418189e+01,-5.486067e+00,1.219004e+01,-1.467525e+01,4.967052e+00,-1.593980e+01,1.484812e+01,-8.759842e-01,0,5,1,l5,1
68,0,0.000000,-1.703410e+00,-6.032657e+00,4.254837e-01,1.727453e+01,2.386607e+01,1.376230e+01,1.773691e+00,-8.015038e+00,2.623848e+00,-1.421284e+01,-5.225908e+00,1.214193e+01,-8.926636e+00,0,5,1,l3,5
69,0,0.000000,8.740110e+00,-4.587883e+00,-1.207883e+01,4.835512e+00,1.426649e+01,1.191328e+01,1.135761e+01,-4.847528e+00,-5.254876e+00,7.891656e+00,-5.935773e+00,-2.807415e+00,-1.864532e+01,0,5,0,s2,3
70,0,0.000000,8.130636e+00,-4.921889e+00,-1.361184e+01,2.416226e+00,1.934110e+01,1.219551e+01,1.237157e+00,-4.036514e+00,4.166454e+00,2.798592e+00,-8.904541e+00,-4.245853e+00,-7.025848e+00,0,5,1,l3,3
71,0,0.000000,8.460961e+00,3.639987e+00,6.282208e+00,1.054442e+01,1.380455e+01,7.423164e+00,-1.706271e+00,-2.617504e+00,1.056837e+01,-3.733212e+00,3.557530e+00,9.681875e+00,-2.426443e+01,0,5,3,ns5,6
72,0,0.000000,4.533202e+00,-1.121411e+01,-3.211623e+00,8.442751e+00,1.611007e+01,3.013208e+00,4.066873e+00,-9.295321e-02,-1.479785e+01,4.674816e+00,-1.095738e+01,6.228041e+00,-9.265663e+00,0,5,0,s2,2
73,0,0.000000,1.474865e+01,-1.425508e+01,-1.115545e+01,-3.893986e-01,8.311595e+00,1.202472e+01,2.583518e-01,7.073997e+00,-4.649734e+00,9.309944e+00,-6.315950e+00,3.418300e+00,-3.294716e+00,0,5,3,ns2,4
74,0,0.000000,-9.792038e+00,1.728577e+01,1.899569e+01,-8.321497e+00,2.228060e+01,1.077814e+01,-1.796865e+01,5.618610e+00,5.851491e+00,-1.609844e+01,1.209042e+01,2.100829e+00,-1.983779e+01,0,5,1,l1,1
75,0,0.000000,-9.551104e+00,1.852540e+00,1.722930e+01,3.574391e+00,1.313830e+01,1.447479e+01,3.641430e+00,-5.517110e+00,3.077140e+00,1.658782e+00,-4.823111e-01,-9.445976e+00,-9.831566e+00,0,5,3,ns1,2
76,0,0.000000,1.139191e+01,5.502602e+00,-1.141120e+01,9.622231e+00,1.257170e+01,-8.312743e+00,1.039812e+01,-5.440855e+00,2.893218e+01,4.622293e-01,-9.274926e+00,8.121138e-01,-7.528664e+00,0,5,1,l4,5
77,0,0.000000,-2.060196e+01,1.652884e+01,1.231888e+00,1.618662e+01,9.879670e+00,-1.588692e+00,9.630014e+00,-3.209629e+00,1.064719e+01,-1.038205e+01,7.678755e+00,7.293670e+00,-1.856295e+01,0,5,3,ns4,6
78,0,0.000000,1.113060e+01,7.974960e+00,5.066622e+00,9.338684e+00,8.514523e+00,1.011777e+01,1.720933e+01,4.093640e-01,-3.024911e+01,6.785875e+00,1.506966e+01,-1.070196e+01,-1.512508e+01,0,5,3,ns3,2
79,0,0.000000,6.696729e+00,9.121614e+00,1.811438e+00,3.650882e+00,-3.633951e+00,2.064110e+01,1.600814e+01,-8.716621e+00,-5.558992e+00,2.897434e-01,-9.012626e+00,-1.345666e+01,-1.987246e+01,0,5,1,l4,3
80,0,0.000000,1.261992e+00,1.187755e+01,1.143933e+01,7.037586e+00,1.233321e+01,8.779795e+00,-7.388249e+00,3.530073e+00,8.119734e+00,-1.605540e+01,2.782290e+00,8.740932e+00,-2.599693e+01,0,5,0,s1,3
81,0,0.000000,-3.318338e+00,2.448988e+01,-2.416398e+00,2.065042e+01,7.860279e-01,4.673104e+00,1.022011e+01,-2.255659e+00,9.296170e+00,-1.605300e+01,-2.666712e-01,5.678810e+00,-1.196931e+01,0,5,2,q1,0
82,0,0.000000,1.357115e+01,7.284640e+00,3.898935e+00,-2.321791e+00,2.384119e+01,2.059238e+01,-1.056724e-01,-4.432369e+00,-2.070614e+01,-1.012258e+01,1.560751e+01,-6.289267e+00,-1.241719e+01,0,5,0,s1,5
83,0,0.000000,6.395245e-01,1.398218e-01,-4.803681e+00,-2.965347e-01,1.056395e+01,6.385274e+00,-1.450628e+00,-4.755360e+00,1.763709e+01,-6.230117e+00,8.183035e-01,1.721663e+00,-2.478807e+01,0,5,3,ns2,6
84,0,0.000000,7.897579e+00,4.241905e+00,-4.529923e+00,-2.102277e+00,7.792629e+00,2.819065e+00,-4.863477e-01,-9.386469e+00,-2.841124e+00,-2.489850e+00,3.749900e-01,-4.437960e+00,-2.242905e+01,0,5,3,ns1,3
85,0,0.000000,1.544851e+00,1.409233e+01,3.485221e+00,9.846016e+00,-3.629230e+00,-4.243622e+00,1.849149e+00,-8.772919e+00,8.892179e+00,-1.210915e+01,-4.256269e+00,3.719491e+00,-2.737362e+01,0,5,3,ns3,4
86,0,0.000000,-6.143384e-01,-1.014513e+01,-6.993888e+00,1.249515e+01,1.689898e+01,3.283784e+00,2.499678e+01,-3.746582e+00,1.124498e+01,-1.973280e+00,-7.551679e+00,5.718916e+00,-3.326408e+00,0,5,0,s2,5
87,0,0.000000,1.064778e+01,7.077467e+00,1.388143e+01,1.140323e+01,2.595882e-01,6.827682e+00,-3.597452e+00,-4.472418e-01,1.903748e+01,-9.979248e+00,1.206797e+00,4.179790e+00,-2.515665e+01,0,5,2,q2,6
88,0,0.000000,9.413147e+00,1.203565e+01,8.426368e+00,-1.171370e+01,1.924289e+01,1.162216e+01,-1.192630e+01,-1.762607e+01,-3.062889e+01,1.625168e+01,2.761874e+01,-3.128271e+00,1.261948e+00,0,5,1,l1,3
89,0,0.000000,1.118064e+01,6.196756e+00,-4.956595e+00,4.171715e-01,-1.036375e-01,1.171320e+01,-2.225724e+00,-1.006330e+01,-1.576548e+00,-1.134335e+00,-7.967437e+00,-2.170805e+00,-9.525818e+00,0,5,3,ns1,0
90,0,0.000000,5.803657e+00,1.132322e+01,1.575824e+01,4.225570e+00,2.294976e+01,2.047640e+01,-9.228413e-01,7.761680e+00,6.009209e+00,5.448166e+00,1.120619e+01,5.769489e+00,-1.829475e+01,0,5,0,s1,0
91,0,0.000000,4.449348e+00,-1.517540e+01,-1.152504e+01,5.047298e+00,1.988909e+01,2.645516e+01,-6.847165e+00,-8.722965e+00,-1.126002e+01,1.474547e+01,-7.533023e+00,-3.264218e+00,-4.599785e+00,0,5,3,ns2,5
92,0,0.000000,5.375155e+00,7.809538e+00,2.374645e+00,-1.663019e+00,4.322701e+00,1.385637e+01,-5.248510e+00,-8.022005e+00,2.385950e+00,-2.456030e+00,4.705241e+00,8.546096e+00,-1.974265e+01,0,5,3,ns1,6
93,0,0.000000,2.692049e+00,-5.794172e-01,1.506403e+01,-3.377966e+00,2.017654e+00,-2.996206e-01,9.007226e+00,8.018506e+00,-1.195496e+01,9.355053e+00,-5.692553e+00,9.325099e+00,-8.883041e+00,0,5,1,l5,3
94,0,0.000000,-5.018551e-01,9.904856e+00,2.085590e+00,7.280757e-01,-4.175521e+00,-4.863572e+00,-8.775288e+00,-2.795174e+00,9.270482e+00,-7.495665e+00,5.598065e+00,6.522406e+00,-1.406570e+01,0,5,3,ns4,1
95,0,0.000000,6.179237e+00,4.453529e+00,1.231635e-01,-3.176438e+00,7.049329e+00,1.336098e+01,-9.425926e-01,-1.714172e+01,-3.776454e+00,-1.318846e+01,2.763969e+00,2.669918e+00,-1.155372e+01,0,5,2,q2,3
96,0,0.000000,-5.297075e+00,8.404986e+00,-5.804920e-01,1.140204e+01,1.255454e+01,1.724898e+01,-1.127751e+01,-1.474534e+01,8.326206e+00,-8.713973e+00,9.085918e+00,-5.400991e+00,-1.443621e+01,0,5,2,q2,5
97,0,0.000000,3.462749e+00,1.285843e+00,2.254909e+01,-5.269784e+00,-9.066815e+00,-1.954524e+01,-4.861937e-01,-1.104776e+01,5.108509e-01,9.616568e-01,8.091076e+00,1.990061e+01,-1.535983e+01,0,5,1,l5,2
98,0,0.000000,-8.630779e+00,1.940627e+00,1.114493e+00,1.277658e+01,1.071911e+01,1.218574e-01,1.431294e+01,1.764010e+00,2.651574e+00,3.240778e-01,1.220952e+01,4.877887e+00,-2.621156e+01,1,1,1,l3,1
99,0,0.000000,-5.762587e+00,-6.171738e+00,-1.498607e+00,9.220613e+00,1.140706e+01,-5.351245e+00,6.301140e+00,1.345360e+01,1.241370e+01,-6.399249e+00,8.921004e+00,-5.434363e-01,-9.266251e+00,1,1,1,l2,2
100,0,0.000000,-6.688615e+00,-2.619232e+00,1.493735e-01,1.670658e+01,1.373788e+01,1.153906e+01,1.008903e+01,-3.360158e+00,7.059430e+00,1.188213e+00,7.997180e+00,8.356535e-01,-1.452820e+01,1,1,0,s2,0
101,0,0.000000,-6.984552e+00,-2.323651e+00,1.733266e+00,9.528801e+00,3.652405e+00,2.510726e+00,8.923429e+00,6.229189e+00,2.988515e+00,-1.213945e+00,6.770669e+00,1.003774e+01,-2.441973e+01,1,1,3,ns4,1
102,0,0.000000,2.514114e-01,7.410857e+00,1.212759e+00,5.029694e+00,-1.121192e+01,-7.990104e+00,-1.143388e+01,-1.194836e+01,-5.541324e+00,1.427538e+00,1.476044e+01,1.418133e+01,-2.115565e+01,1,1,3,ns3,3
