,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,emotion
10,0,0.000000,3.020494e+00,8.986047e+00,-9.346277e+00,2.350275e+00,1.184916e+01,9.253429e+00,6.532819e+00,-8.089073e+00,7.824851e+00,-6.867867e+00,6.929607e-01,7.990572e+00,2.934494e+00,6.836335e+00,1.904742e+00,3.230790e+00,1.534623e+00,1.820155e+00,1.931563e+00,1.505549e+00,3.582030e-01,1.218592e-01,-1.449079e-01,-7.911440e-01,-9.989597e-01,-6.656780e-14,1.736069e+00,2.756394e+00,2.115148e+00,1.097462e+00,1.334039e+00,3.631794e+00,3.468067e+00,2.590705e+00,1.787346e+00,3.124188e+00,1.533222e+00,4.542615e+00,1.575504e+00,3.325168e+00,2.061307e-01,-1.212650e+00,3.829416e-01,7.349778e-01,-1.634492e+00,-4.072733e+00,-8.044736e+00,-2.350275e+00,-1.630979e+01, 4
11,0,0.000000,1.039130e+01,8.263735e+00,-3.623916e+00,-6.338770e+00,-6.939322e+00,8.094801e+00,3.927266e+00,1.122722e+00,2.027895e+00,3.807698e+00,-2.589478e+00,-1.086638e+01,-9.190993e-01,-6.104984e-01,2.178811e+00,1.599798e+00,5.996270e-01,3.142643e+00,9.935960e-01,1.730375e+00,1.109594e+00,-3.323612e-01,-1.648150e-01,1.827105e+00,2.152818e-01,-5.196997e-14,-3.741326e-01,-6.365746e+00,2.405721e+00,-2.993239e+00,4.132408e+00,4.174135e+00,1.783975e+00,4.473057e+00,6.983740e-01,1.547011e+00,1.753834e+00,-4.056630e-01,-4.934561e-01,-4.521899e+00,-7.702756e-01,6.723204e-01,9.924370e-02,-1.020113e-01,-9.825897e-01,-3.562779e+00,4.711303e+00,6.338769e+00,-1.310019e+01, 0
12,0,0.000000,-1.667920e+01,2.354979e+01,5.310881e+00,-5.818240e+00,2.530294e+01,-4.077613e+00,2.964306e+00,5.497639e+00,7.364368e-02,-8.705288e+00,1.616356e+00,4.165230e+00,4.203830e+00,1.288232e+00,-2.295079e+00,3.915091e+00,-2.483770e+00,1.637624e+00,-7.175071e-01,7.410078e-01,-4.158396e-02,1.530668e-01,-2.834896e-02,1.842594e-01,-2.535012e-01,-1.216082e-13,4.405540e-01,-6.419714e-01,4.137954e-01,1.378517e+00,-1.548688e-01,1.787512e+00,-1.288264e+00,2.330901e+00,-2.892799e+00,3.785912e+00,-1.847424e+00,8.560055e-01,2.256999e+00,1.733304e+00,4.808073e-01,-1.537081e+00,3.604114e-03,-4.995187e-01,-7.416604e-01,1.794689e+00,-1.717888e+01,5.818238e+00,-1.558079e+01, 4
13,0,0.000000,-1.024934e+01,1.302645e+01,1.542531e+00,1.493174e+00,1.470032e+00,1.809985e+00,6.006207e+00,-1.220833e+01,9.926508e+00,-7.344511e+00,1.796559e+00,5.333390e+00,-8.092625e+00,3.445623e-01,2.781193e+00,1.768366e+00,-2.308107e+00,5.854186e-01,1.150988e+00,1.500283e+00,2.537996e-01,1.745039e-01,-1.229172e-01,-2.797182e-01,1.806936e+00,-6.633931e-14,-3.140233e+00,9.745556e-01,1.794160e+00,1.571579e+00,9.452129e-01,3.619091e+00,2.066567e+00,8.332516e-01,-2.688207e+00,1.710018e+00,2.238721e+00,2.289562e-01,-4.344858e+00,2.219418e+00,5.344111e-01,-1.296811e+00,4.857947e-01,1.109256e+00,-1.502735e+00,-7.966329e-01,-9.980452e-01,-1.493174e+00,-1.123692e+01, 4
14,0,0.000000,5.952539e-01,1.501125e+00,-6.981659e+00,-5.407011e+00,-1.794093e-01,6.988220e+00,6.250548e+00,4.743280e+00,1.721875e+01,-6.774390e-01,-1.400282e+00,3.407563e+00,-3.743533e+00,-2.297029e+00,-3.950118e+00,-1.107680e+00,-2.010995e+00,2.229173e+00,2.352972e+00,4.596678e-01,-5.532771e-03,6.477496e-02,-5.931285e-02,-1.054892e+00,-7.743043e-01,-6.675272e-14,1.345646e+00,3.675309e+00,8.657603e-01,5.833621e-01,-2.060550e-02,1.108844e+00,4.224696e+00,3.172878e+00,-2.342167e+00,-1.071131e+00,-3.179646e+00,-1.526332e+00,-2.009870e+00,1.418011e+00,-4.165334e-01,-1.196143e-01,8.426708e-01,-4.309768e-01,-1.563868e+00,-3.075742e+00,1.218069e-01,5.407010e+00,-2.170436e+01, 6
15,0,0.000000,3.170737e+00,-4.891391e+00,-1.258962e+00,-3.762035e-01,1.507496e+01,6.334510e+00,-1.158190e-02,4.803042e+00,-5.218187e+00,7.221207e+00,-3.590637e+00,1.301869e+01,-1.727800e+00,5.451935e+00,7.774510e-01,3.332686e+00,5.635710e+00,-9.614360e-01,4.518207e+00,-1.328343e+00,1.735356e+00,-1.094068e-02,-1.148216e-01,6.484902e-01,-1.063571e+00,-4.971937e-14,1.848356e+00,-2.259380e+00,1.675992e+00,-9.853101e-02,6.462901e+00,-3.204325e+00,8.112316e+00,-1.368453e+00,6.563805e+00,3.222723e+00,6.258091e-01,3.622707e+00,-9.276412e-01,5.417550e+00,-1.068084e+00,1.275039e+00,-2.553738e-01,-4.364072e-01,2.896667e-03,-2.788022e+00,-1.023482e+01,3.762033e-01,-2.019626e+01, 1
16,0,0.000000,1.346602e+01,-2.387395e-01,-7.386178e+00,1.421606e+00,9.696579e-01,1.089233e+01,1.747463e+01,4.763277e-01,3.299888e+00,-1.066462e+01,-1.993058e+00,2.688161e+00,-4.243504e+00,5.589450e+00,1.454266e+00,6.897526e+00,-6.798567e-01,-9.609709e-01,8.157915e-01,-1.561344e-02,-1.102831e+00,-1.531650e-01,-3.776094e-02,-5.848216e-01,-1.657857e+00,-6.469402e-14,2.881152e+00,2.037554e+00,5.511774e-01,-1.379402e+00,-4.107218e+00,-3.766418e-02,1.464731e+00,-1.367792e+00,-7.918162e-01,6.669941e+00,1.170612e+00,3.714083e+00,-2.278300e+00,1.118642e+00,-5.928624e-01,-1.883039e+00,1.614935e-01,-4.327940e-02,-4.372101e+00,-4.794063e+00,-6.583333e-01,-1.421605e+00,-2.671203e+01, 5
17,0,0.000000,-2.786765e+00,4.616481e+00,1.238945e+01,8.207936e+00,1.089625e+01,-1.403845e+00,1.620386e+00,-5.114916e+00,1.597971e+01,-1.678344e+00,-6.427522e+00,8.875561e-01,1.363895e+01,-1.079795e+00,-4.187863e+00,1.175868e+01,-6.314835e+00,-2.306957e+00,1.057091e+00,-2.351062e-01,1.585449e-01,-1.182248e-01,-8.203810e-02,3.700657e-01,-9.557632e-02,-9.423246e-14,1.661000e-01,-1.289331e+00,1.197468e+00,-1.064730e+00,5.904613e-01,-5.671397e-01,1.897977e+00,-3.283590e+00,-7.354767e+00,1.137070e+01,-3.371020e+00,-7.175047e-01,7.322631e+00,3.693480e-01,-1.911954e+00,-2.963432e-01,7.820332e-01,4.647443e-01,-4.054157e-01,6.178770e-01,-7.397776e+00,-8.207935e+00,-2.333560e+01, 6
18,0,0.000000,-4.360125e+00,2.833368e+01,1.128935e+01,-1.254065e+01,1.635233e+01,3.785826e+00,-2.095485e+01,-9.490261e+00,-6.978178e-01,9.037474e+00,6.748339e+00,-5.245293e+00,-8.859790e+00,2.941653e-01,-2.547815e+00,-1.907290e+00,-3.522400e+00,7.644184e-01,-9.638629e-01,1.408923e+00,1.009761e+00,-3.373222e-01,6.221686e-02,5.342219e-01,6.757081e-01,-5.888459e-14,-1.174298e+00,-1.861262e+00,-9.081475e-01,-3.037918e+00,3.760605e+00,3.398705e+00,-1.730589e+00,1.088029e+00,-4.102471e+00,-1.844359e+00,-2.050863e+00,1.954679e-01,-4.756742e+00,-2.182758e+00,2.007386e+00,1.595735e+00,-3.415054e-02,8.622906e-01,5.242841e+00,-1.666264e+00,-1.110206e+01,1.254065e+01,-1.685707e+00, 1
19,0,0.000000,1.309862e+01,-1.818762e-01,-1.837542e+01,-1.723266e+00,1.536971e+01,3.694867e+00,9.134024e+00,1.731830e+00,1.192850e+01,1.901573e+00,-7.419366e+00,1.290431e+00,4.454052e+00,9.349541e+00,6.602095e+00,3.238109e+00,4.089842e-01,5.601449e+00,1.811601e+00,3.219254e-01,7.856521e-01,1.603400e-01,5.971320e-02,-2.506828e-01,-3.992175e-01,-4.897501e-14,6.937910e-01,8.733942e-01,-8.716037e-01,1.444020e+00,2.925964e+00,7.765715e-01,3.252679e+00,7.972785e+00,4.763362e-01,3.131267e+00,5.314356e+00,6.212592e+00,2.391341e+00,5.369965e-01,-2.206992e+00,3.357584e-01,5.837702e-01,-1.573551e-01,-2.285306e+00,-1.626230e+00,-1.043493e+01,1.723266e+00,-2.023345e+01, 4
20,0,0.000000,9.622581e+00,5.582185e-01,-6.867159e+00,-2.148530e+00,4.399058e+00,-6.218510e-01,-7.440811e+00,1.751320e+00,1.173073e+01,-5.238873e+00,-1.021466e+01,-4.556010e+00,-2.638261e+00,1.268902e+00,-4.055839e+00,1.184397e+00,1.000446e+00,7.774701e-01,-5.254504e-01,2.635293e-01,5.146415e-01,2.769694e-01,-1.554185e-01,-5.056382e-01,-9.786263e-02,-3.900705e-14,1.700736e-01,1.761675e+00,2.268565e+00,2.494382e+00,1.916653e+00,6.357050e-01,-9.434309e-01,1.106604e+00,1.165200e+00,1.145318e+00,-3.264748e+00,8.431633e-01,-1.416459e+00,-1.895924e+00,-3.038491e+00,-9.250207e-01,5.740917e-01,-1.591259e-01,1.861668e+00,2.736976e-01,-2.986649e+00,2.148530e+00,-1.690197e+01, 1
21,0,0.000000,6.100457e+00,3.591603e+00,5.269316e+00,-6.244332e+00,1.107881e+01,4.478262e+00,-1.089875e+01,-1.306841e+01,-6.200724e+00,4.112456e+00,2.767618e+00,-4.027068e+00,-1.360187e+00,3.782129e+00,-1.106603e+00,-2.709960e+00,-1.173748e+00,-3.953479e+00,-1.027085e+00,1.963927e+00,-4.323380e-01,9.983014e-02,-7.732064e-02,9.902260e-02,2.289853e-01,-6.099476e-14,-3.979486e-01,-3.450009e-01,1.128611e+00,8.990684e-01,-1.610134e+00,4.737524e+00,-1.844103e+00,-5.627158e+00,-1.367042e+00,-2.620544e+00,-8.907590e-01,2.513152e+00,-7.302711e-01,-1.675812e+00,8.232659e-01,7.261319e-01,-3.034579e-01,1.187403e+00,2.726835e+00,-1.971024e+00,-7.521720e+00,6.244331e+00,-1.875368e+01, 0
22,0,0.000000,1.327455e+01,-8.023218e+00,-1.351252e+01,6.125180e+00,2.784172e+01,6.769969e+00,1.055974e+01,7.379539e+00,-3.983603e+00,-1.666090e+00,-3.580866e+00,-1.274435e+00,2.778468e+00,3.847013e-01,-6.055026e-01,3.890105e+00,1.709318e+00,3.103193e+00,-3.231728e-01,-8.959469e-01,1.175349e+00,1.841920e-01,3.218284e-01,-1.181296e-01,-4.137647e-01,-3.286880e-14,7.190724e-01,4.115708e-01,-4.697566e+00,1.658830e+00,4.377295e+00,-2.161267e+00,-5.802479e-01,4.416909e+00,1.990810e+00,3.761749e+00,-4.873994e-01,2.556270e-01,1.491735e+00,-5.303392e-01,-1.065178e+00,-2.941789e-01,-1.949541e-01,-6.705095e-01,-2.642015e+00,-2.979681e+00,-1.890253e+01,-6.125181e+00,-1.905516e+01, 3
23,0,0.000000,1.647021e+00,6.923767e+00,1.078137e+01,3.875126e+00,1.721893e+01,3.973670e+00,-2.221767e+00,6.842900e+00,1.290696e+01,-8.882000e+00,-6.192343e+00,-3.506870e+00,2.737436e+00,6.630010e+00,3.528909e+00,8.288261e+00,1.565048e+00,1.308480e+00,1.760266e+00,2.247417e+00,6.051449e-01,2.477607e-02,-2.018537e-01,-5.604202e-02,-6.370141e-01,-8.135284e-14,1.107052e+00,1.952534e-01,2.946356e+00,2.231328e-01,2.253711e+00,5.421380e+00,3.160509e+00,1.862418e+00,1.822782e+00,8.014790e+00,2.840594e+00,4.405517e+00,1.469706e+00,-1.459337e+00,-1.841997e+00,-1.568283e+00,6.316552e-01,-6.217498e-01,5.558786e-01,-1.748940e+00,-1.169041e+01,-3.875125e+00,-2.064570e+01, 3
24,0,0.000000,1.152659e+00,2.549862e+00,-4.846608e+00,2.665312e+00,-1.144581e-01,2.994903e+00,1.578110e+00,3.419013e+00,2.142924e+01,-7.646084e+00,-6.290819e+00,3.350859e+00,-2.840586e+00,2.250373e+00,3.656421e+00,4.394641e+00,1.645185e+00,3.539903e-01,-2.120195e+00,-6.823936e-01,2.608186e-01,2.081904e-01,-1.133766e-01,-6.355809e-01,-2.990981e-01,-8.307059e-14,5.197957e-01,2.214403e+00,1.654902e+00,1.874960e+00,9.713538e-01,-1.646118e+00,-3.806752e+00,5.038478e-01,1.916116e+00,4.249639e+00,2.943237e+00,1.495330e+00,-1.525085e+00,1.394415e+00,-1.871290e+00,-1.350058e+00,1.048728e+00,-3.106534e-01,-3.948386e-01,-1.318154e+00,7.770586e-02,-2.665312e+00,-2.529436e+01, 6
25,0,0.000000,7.625524e+00,5.095738e+00,3.336591e+00,-9.149292e-01,-1.714479e+00,4.413260e+00,2.884482e+00,3.140696e-01,-7.026234e+00,-7.521013e+00,1.101058e+00,-5.318723e-01,1.448016e+01,6.054022e+00,6.483182e-01,-1.918887e+00,-1.220649e+00,6.338648e-01,3.237728e-01,1.584337e+00,2.240513e-01,-2.062020e-02,9.317000e-02,1.603302e-01,-2.413705e-01,-6.891838e-14,4.194721e-01,-5.585999e-01,-1.359955e+00,-1.857049e-01,8.344233e-01,3.821852e+00,5.813253e-01,9.022068e-01,-1.421666e+00,-1.855573e+00,5.218633e-01,4.022784e+00,7.774269e+00,-2.213321e-01,3.275248e-01,-1.327976e+00,-3.438580e-01,-2.853663e-02,-7.216886e-01,-1.942419e+00,1.164002e+00,9.149287e-01,-1.905856e+01, 3
26,0,0.000000,1.132250e+01,2.664458e+01,-6.658990e+00,-2.163093e+01,-1.667643e+01,-4.307013e-01,-2.109632e+00,2.747818e+01,-2.722573e+01,6.606867e+00,-1.601680e+01,3.960705e+00,6.106122e+00,6.127385e+00,1.312624e+01,8.653538e-01,2.009397e+00,-1.190358e+00,-8.349276e-02,-4.142372e+00,1.301548e-01,-7.445293e-01,-9.834130e-02,3.632149e-02,1.084188e+00,-4.569743e-14,-1.884185e+00,-1.265457e-01,1.435438e+00,-6.705218e+00,4.847291e-01,-9.992527e+00,-1.499081e-01,-1.694290e+00,2.340306e+00,8.368027e-01,1.056597e+01,4.071529e+00,3.278322e+00,1.648194e+00,-4.764415e+00,1.166566e+00,-1.332403e+00,-2.496684e+00,5.278233e-01,1.895654e-01,1.132211e+01,2.163093e+01,-6.814812e+00, 5
27,0,0.000000,8.581516e+00,1.046234e+01,3.000979e+00,8.545272e-01,1.557281e+01,7.715169e+00,-1.134117e+01,-3.289869e+00,-1.021895e+01,-5.367329e+00,1.197714e+01,-4.882531e+00,1.067375e+00,1.522624e+00,2.566854e+00,1.731231e+00,1.198117e+00,-2.931852e+00,-2.978356e-01,1.399173e+00,2.805342e-01,3.775516e-01,-2.285409e-01,-3.905658e-01,-8.548777e-01,-4.135620e-14,1.485672e+00,1.360755e+00,3.335896e+00,3.400224e+00,1.044780e+00,3.375185e+00,-5.347551e-01,-4.173032e+00,1.395423e+00,1.674109e+00,2.066190e+00,1.011754e+00,5.730643e-01,-2.031799e+00,3.562765e+00,-9.477025e-01,-5.001063e-01,2.989192e-01,2.837526e+00,-3.395694e+00,-1.057282e+01,-8.545270e-01,-7.199226e+00, 2
28,0,0.000000,-6.396666e-01,6.594501e+00,-3.679641e+00,-1.756713e+00,1.199160e+01,1.615200e-01,-5.406265e+00,-9.045067e+00,2.817671e+01,-2.834159e+00,-1.168339e+01,8.225384e-01,-5.023997e+00,-2.565889e+00,6.500911e+00,6.907072e-01,9.471848e+00,-2.881939e+00,-6.343073e-01,9.352229e-01,5.030071e-01,-3.065205e-01,5.108094e-02,3.745503e-02,-2.003596e-01,-4.809068e-14,3.482004e-01,-1.304958e-01,-7.456026e-01,-2.760518e+00,1.873324e+00,2.256012e+00,-1.138881e+00,-4.101988e+00,1.103168e+01,6.679144e-01,5.232907e+00,-1.704985e+00,-2.697339e+00,3.422861e-01,-3.475386e+00,-5.004243e-01,1.378943e+00,8.218400e-01,1.352631e+00,-7.108998e-02,-8.141436e+00,1.756712e+00,-8.564842e+00, 4
29,0,0.000000,1.215425e+00,5.965738e+00,5.081262e+00,1.863233e+00,2.656317e-02,-2.801930e+00,7.384169e+00,-3.250388e+00,8.328955e+00,-6.157789e-01,4.691955e+00,7.573123e+00,-2.719826e+00,5.017474e+00,-8.126298e-01,4.370008e+00,1.987767e+00,-3.531951e+00,6.890038e-01,-1.891158e-01,5.925804e-02,-4.000232e-02,-2.239689e-01,1.345295e-01,6.431502e-01,-1.092462e-13,-1.117716e+00,-4.687091e-01,3.269161e+00,-3.602604e-01,2.206917e-01,-4.561987e-01,1.237087e+00,-5.027181e+00,2.315114e+00,4.225815e+00,-6.541258e-01,3.334015e+00,-1.460250e+00,3.151453e+00,1.395686e+00,-1.087275e-01,4.076116e-01,2.953321e-01,-1.847497e+00,1.233221e+00,-1.803684e-02,-1.863233e+00,-3.178168e+01, 6
30,0,0.000000,1.463615e+01,8.822216e+00,3.539371e+00,-2.222346e+01,7.864929e+00,2.096214e+01,-8.038561e+00,-2.274896e+01,-1.426713e+01,-1.600271e+00,-3.409047e+00,-3.401172e+00,-2.414967e+00,2.819550e-01,3.289286e+00,-4.877451e+00,-1.762765e+00,-4.174160e-01,-3.027355e+00,1.427157e-01,1.268845e-01,-1.008996e-01,-1.386671e-01,-8.412268e-01,1.538273e-01,-4.480682e-15,-2.673330e-01,2.930886e+00,2.024052e+00,-9.086999e-01,4.725497e-01,3.442688e-01,-5.435533e+00,-5.941255e-01,-2.053059e+00,-4.716518e+00,2.647711e+00,1.873540e-01,-1.296574e+00,-1.415352e+00,-1.014068e+00,-2.825583e-01,-6.982210e-01,2.066984e+00,2.011225e+00,-9.226110e+00,-5.339725e+00,2.222346e+01,-3.341980e+00, 4
31,0,0.000000,-2.500665e+00,1.886031e+01,-8.434351e+00,1.964444e+01,-2.242967e+00,5.167103e-02,-6.923598e+00,-2.151594e+01,2.251813e+00,-2.574844e+01,3.332439e+00,7.886842e+00,-1.201128e+00,-1.412821e+00,-4.124448e+00,2.526818e+00,7.423156e-01,2.695314e+00,-1.249541e+00,-1.727550e+00,-6.252525e-01,-7.817717e-02,3.777517e-02,9.677474e-02,-4.595102e-01,-7.494352e-14,7.985722e-01,-3.371697e-01,-5.513852e-01,-7.040624e-01,-2.328597e+00,-4.167320e+00,-2.243516e+00,3.836358e+00,8.645613e-01,2.443446e+00,-3.319974e+00,-9.387925e-01,-6.448749e-01,3.282001e+00,9.912800e-01,-4.546369e+00,1.102015e-01,1.954951e+00,1.732262e+00,-2.274156e-02,1.522815e+00,-1.964444e+01,-9.731201e+00, 5
