,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
13,0,0.000000,-3.281627e+00,4.526477e+00,5.612851e+00,3.185733e+00,6.422996e+00,6.156716e+00,3.790210e+00,3.122449e+00,-1.533571e+00,5.218753e+00,4.267942e-01,2.999715e+00,-1.963275e+00,"-2.746594e+01
",8
14,0,0.000000,5.670740e+00,3.525596e+00,-4.183269e+00,1.913745e-01,1.302331e+00,1.969174e-01,4.361264e-01,-2.366531e+00,-4.304908e+00,6.841215e-01,-2.211284e+00,8.574250e-01,-7.729732e-01,"-3.298955e+01
",7
15,0,0.000000,-5.325561e+00,-4.135448e-01,-2.902591e-02,2.329259e-01,5.212546e+00,2.938015e+00,1.951201e-01,-2.278044e+00,-3.626974e+00,1.545322e+00,-1.424851e+00,1.858217e+00,-1.576679e+00,"-2.456481e+01
",6
16,0,0.000000,-6.329686e+00,1.764581e+00,2.475856e+00,1.248322e+00,4.465717e+00,5.010685e+00,1.150330e+01,6.218882e+00,-3.513864e+00,5.672450e+00,1.340112e+00,5.040105e+00,3.643589e+00,"-1.614591e+01
",8
17,0,0.000000,-7.182452e+00,-1.353846e+00,-7.289549e-01,1.197344e-01,4.424145e+00,4.646038e+00,-1.541675e+00,-8.364815e-01,-9.734119e-01,3.883927e+00,1.641788e-01,3.154902e+00,-2.014141e+00,"-2.452553e+01
",7
18,0,0.000000,-6.055828e+00,-1.446862e-01,1.274760e+00,-6.655455e-02,9.108922e+00,8.121838e+00,3.969167e+00,7.125534e-01,3.540245e+00,7.080083e+00,-2.854486e+00,3.435401e+00,5.781186e+00,"-1.751350e+01
",8
19,0,0.000000,-7.892036e+00,-6.097207e-01,1.438892e-01,8.114464e-01,1.913470e-01,-1.895949e-01,5.798114e+00,-3.999306e+00,-7.333630e+00,1.373388e+00,-3.900888e+00,2.032482e+00,-6.310523e-02,"-1.888836e+01
",2
20,0,0.000000,-7.243281e+00,2.640509e+00,8.498175e-01,4.719418e+00,6.582427e+00,4.734443e+00,6.632446e+00,2.180357e+00,2.332896e+00,6.389335e+00,-4.369704e+00,-4.013832e-01,-8.512303e-01,"-2.510662e+01
",5
21,0,0.000000,-5.110035e+00,5.310520e+00,4.050813e+00,8.166078e+00,9.127193e+00,3.448623e+00,5.438639e+00,9.238105e+00,5.313004e+00,6.834463e+00,1.016180e+01,1.164096e+01,6.223472e+00,"-2.541759e+01
",6
22,0,0.000000,-9.138952e+00,2.195940e+00,1.282747e+00,3.715922e+00,6.674213e+00,1.106374e+01,6.089024e+00,4.911762e+00,-2.161447e+00,4.621232e+00,-1.738937e+00,1.636007e+00,5.537225e+00,"-1.659682e+01
",4
23,0,0.000000,-3.949997e+00,4.544613e+00,5.721889e+00,6.303523e+00,8.296634e+00,8.983273e+00,1.017247e+01,9.668958e+00,3.015132e+00,2.854938e+00,5.532421e-01,3.967502e+00,7.221550e+00,"-2.073322e+01
",3
24,0,0.000000,-8.218771e+00,1.838442e+00,-1.308903e+00,5.167614e+00,9.386173e+00,5.300222e+00,-5.186963e-02,-5.627300e+00,-7.297407e+00,5.065919e+00,-5.131638e-01,7.197779e+00,7.658717e+00,"-1.102792e+01
",1
25,0,0.000000,-4.750806e+00,2.943059e+00,5.190513e+00,1.014338e+01,1.162447e+01,1.570779e+01,1.076361e+01,1.733059e+01,9.709359e+00,8.778920e+00,2.573614e+00,3.585758e+00,4.567919e+00,"-2.765109e+01
",5
26,0,0.000000,-5.967821e+00,3.529418e+00,1.216381e+00,-1.889036e-01,8.739462e+00,4.693409e+00,3.257120e+00,9.667882e+00,6.522003e+00,5.682573e+00,2.250798e+00,3.246369e+00,3.743761e+00,"-1.239454e+01
",6
27,0,0.000000,-5.905947e+00,1.056942e-01,2.224758e+00,3.660043e+00,1.337790e+01,9.471169e+00,1.359122e+01,8.187379e+00,-5.480187e-01,3.746001e+00,3.777317e+00,7.680501e+00,3.361908e+00,"-1.945015e+01
",5
28,0,0.000000,-5.350732e+00,-2.489834e-01,5.796528e-01,3.929250e+00,8.137237e+00,9.578872e+00,6.308607e+00,5.045947e+00,-1.530354e+00,5.135117e+00,4.228757e+00,2.780176e+00,5.805991e+00,"-1.122746e+01
",6
29,0,0.000000,-5.208957e+00,4.797476e+00,3.926881e+00,2.704787e+00,7.152159e+00,8.157784e+00,7.166909e+00,8.197365e+00,5.937358e+00,1.637410e+01,5.208648e+00,7.364573e-01,3.536556e+00,"-2.259760e+01
",3
30,0,0.000000,-4.890368e+00,5.981637e+00,-7.536977e-01,5.005988e-01,2.578528e+00,7.760063e+00,7.635251e+00,-4.265253e+00,-3.053037e+00,5.656013e+00,2.320202e+00,6.569643e+00,4.803194e+00,"-1.527673e+01
",3
31,0,0.000000,-7.894992e+00,2.602499e+00,-1.305542e+00,4.710612e-01,9.635258e+00,7.825953e+00,3.055658e+00,1.630138e+00,-1.691017e-01,-2.892108e+00,-7.538162e+00,1.155991e+00,1.396370e+00,"-1.194474e+01
",2
32,0,0.000000,-9.736786e+00,1.059246e+00,9.158291e-01,2.646233e+00,7.200652e+00,6.863975e+00,4.404554e+00,-1.107971e+00,-3.327447e+00,-5.298641e+00,-4.243605e+00,4.358800e+00,2.752857e+00,"-1.110154e+01
",2
33,0,0.000000,-4.324951e+00,1.400214e+00,-8.780346e-01,7.530637e+00,1.498193e+01,1.166293e+01,2.257637e+00,8.290758e+00,2.513880e+00,3.814944e+00,4.146883e+00,3.925241e+00,1.880255e+00,"-2.213732e+01
",6
34,0,0.000000,-9.436774e+00,1.057168e+00,-5.193487e-01,4.583297e-01,5.312141e+00,3.187677e+00,3.554264e+00,1.527042e-01,-1.886140e+00,7.435640e+00,-4.175424e+00,5.044729e+00,6.147252e+00,"-1.193350e+01
",2
35,0,0.000000,-2.980035e+00,5.237230e+00,4.606096e+00,8.613575e+00,1.057617e+01,1.222492e+01,1.198345e+00,2.626070e-01,1.591900e+00,3.004797e+00,1.183495e+00,-1.495494e+00,-3.428634e+00,"-1.542784e+01
",8
36,0,0.000000,-5.037958e+00,3.819267e+00,5.794242e+00,4.973015e-01,-2.997639e+00,3.843439e+00,7.102594e+00,-2.571348e+00,3.588161e+00,-1.817534e+00,5.494739e-01,2.470106e+00,-9.822477e-02,"-3.028454e+01
",8
37,0,0.000000,-4.657012e+00,-3.300040e-01,-8.477798e+00,-1.827421e+00,1.544957e+00,5.733659e-01,6.450382e-01,-1.296056e+00,-3.867795e+00,1.591389e+00,-5.372956e+00,2.761381e+00,-6.259161e-01,"-2.063180e+01
",6
38,0,0.000000,-5.669565e-01,5.000691e+00,-1.552325e+00,-2.145207e+00,1.933551e-02,5.919718e+00,6.711327e-01,-2.461942e+00,-5.188760e+00,3.801386e+00,-2.912126e+00,-1.530226e+00,1.151454e+00,"-3.025389e+01
",4
39,0,0.000000,-6.589697e+00,1.485386e+00,2.683307e-01,6.683303e+00,7.049369e+00,5.177448e+00,7.540836e+00,2.673153e+00,1.781059e+00,1.177773e+01,5.199299e+00,8.062942e+00,5.566771e+00,"-1.046624e+01
",1
40,0,0.000000,-5.441701e+00,2.798291e+00,5.315097e+00,8.220500e+00,1.148071e+01,1.570908e+01,9.275040e+00,1.066568e+01,8.143428e+00,1.473465e+01,8.336679e+00,9.810564e+00,6.827761e+00,"-2.215901e+01
",3
41,0,0.000000,-8.917081e+00,1.108026e+00,4.841091e+00,5.707243e+00,8.203543e+00,5.240652e+00,-1.475656e-01,1.878023e-03,3.714427e+00,4.715555e+00,7.844424e-01,-3.913404e+00,1.754950e+00,"-1.514887e+01
",4
42,0,0.000000,-7.022493e+00,3.951771e+00,5.915938e+00,9.054369e+00,8.989529e+00,-3.517743e+00,-2.350227e+00,2.648872e+00,-1.163828e+00,6.062137e+00,-2.159258e+00,4.212173e+00,7.661771e+00,"-2.050659e+01
",6
43,0,0.000000,-6.870248e+00,4.505390e+00,-1.193370e+00,2.399907e+00,5.909732e+00,3.217317e+00,7.627461e+00,1.223599e+01,-9.370475e-01,5.261058e+00,7.308676e+00,1.133017e+01,9.291028e+00,"-1.310664e+01
",2
44,0,0.000000,-8.444866e+00,2.837113e+00,-9.534968e-01,4.321288e+00,3.554380e+00,1.195392e+00,8.069147e+00,2.666519e+00,-2.082709e+00,-1.042910e+00,-6.102496e+00,9.743490e-01,6.174374e+00,"-2.524728e+01
",5
45,0,0.000000,-6.190328e+00,3.525572e+00,1.926087e+00,3.598539e+00,1.277233e+01,5.445839e+00,6.299895e+00,2.316761e+00,-1.882006e+00,1.137316e+01,-3.339546e-01,6.488248e+00,5.256304e+00,"-1.606365e+01
",3
46,0,0.000000,-9.505873e-01,8.302061e+00,1.272195e+01,9.387787e+00,3.033353e+00,2.403764e+00,2.777902e+00,3.884856e+00,-3.037079e+00,3.212481e+00,3.706144e+00,3.455606e+00,-2.981690e+00,"-3.181407e+01
",5
47,0,0.000000,-6.769382e+00,8.239097e-01,9.556594e-01,-5.292088e-01,3.798421e+00,-4.068275e+00,4.722404e-01,5.202590e+00,-1.251340e-01,5.390054e+00,-9.050596e+00,-2.622333e-01,3.057817e+00,"-3.136093e+01
",5
48,0,0.000000,-8.506558e+00,6.746202e-01,3.053901e+00,2.758925e+00,5.628475e+00,1.050153e+01,6.223885e+00,5.594059e-01,1.673699e+00,1.033195e+01,1.592544e+00,-2.176266e+00,-1.911424e+00,"-2.434756e+01
",8
49,0,0.000000,-6.947592e+00,1.576994e+00,7.080534e+00,5.276208e+00,6.168976e+00,7.320166e+00,-2.090066e-01,3.849150e+00,6.135559e-01,-5.017883e-01,-6.280669e+00,-5.721916e-01,-1.056249e+00,"-1.416521e+01
",4
50,0,0.000000,-4.473606e+00,4.427141e+00,-2.477541e-01,2.312892e+00,5.390559e+00,8.683148e+00,1.236715e+01,4.786828e+00,8.945189e-01,1.027324e+01,2.199270e+00,-2.258450e+00,3.384985e+00,"-1.002178e+01
",2
51,0,0.000000,-8.286864e+00,3.262856e+00,3.500060e+00,3.950645e+00,6.192918e+00,7.420364e+00,1.453377e+00,-5.486220e+00,-8.807402e+00,2.287959e+00,6.430893e-01,2.139445e+00,3.491092e+00,"-1.312038e+01
",2
52,0,0.000000,-6.108627e+00,4.569139e+00,7.068552e+00,7.098816e+00,4.804122e+00,7.896978e+00,4.798198e+00,-1.921003e+00,-5.449271e-01,3.789390e+00,2.321655e+00,1.007870e+01,9.158596e+00,"-1.087019e+01
",2
53,0,0.000000,-8.552972e+00,1.648474e+00,8.000386e-01,5.630886e+00,1.008934e+01,1.560205e+01,9.471246e+00,4.732234e+00,4.806670e+00,1.012167e+01,3.795558e+00,6.325850e+00,2.007598e+00,"-1.872418e+01
",7
54,0,0.000000,-2.998569e+00,2.318353e+00,1.104447e+00,4.077484e+00,5.570023e+00,4.762860e+00,7.874174e-01,-3.491294e-01,-1.035360e+01,4.721958e+00,-7.571908e-01,6.198659e+00,3.362829e+00,"-3.477229e+01
",5
55,0,0.000000,-6.124204e+00,-7.952338e-01,-7.276398e-01,3.342907e+00,5.037333e+00,9.482569e+00,3.432446e+00,2.424286e+00,-2.247091e+00,-2.121843e+00,-3.638548e+00,6.426836e+00,3.111769e+00,"-1.214111e+01
",1
56,0,0.000000,-7.424995e+00,4.325974e+00,6.059116e-01,-1.410642e+00,5.907779e-01,2.382060e+00,4.974947e+00,4.287094e+00,3.215425e+00,8.041343e+00,-3.859558e+00,-4.378145e-01,2.252721e+00,"-1.664134e+01
",3
57,0,0.000000,-5.403600e+00,3.870389e+00,4.733054e+00,2.403915e+00,-2.168684e+00,7.917670e+00,8.931465e+00,6.543015e+00,7.572042e+00,1.297749e+01,4.626050e+00,5.897204e+00,5.399385e+00,"-1.139212e+01
",8
58,0,0.000000,-6.471210e+00,2.640792e+00,1.169721e+00,3.239491e-01,7.973275e+00,1.317592e+01,9.914803e+00,1.121166e+00,-3.658741e+00,3.811782e+00,-1.370476e+00,6.603960e+00,4.682575e+00,"-1.125932e+01
",1
59,0,0.000000,1.979109e+00,4.427413e+00,-8.170283e-02,-2.689851e+00,5.213411e+00,-4.177774e-01,6.034904e-01,4.689820e-01,-1.541820e+00,-1.683355e+00,-2.111807e+00,3.297053e+00,-2.570308e+00,"-3.352064e+01
",7
60,0,0.000000,1.136668e+01,1.801605e+00,2.989275e+00,5.385164e+00,5.129938e+00,6.321071e+00,3.606131e+00,2.940731e-01,3.061865e+00,1.210581e+00,3.371085e+00,2.918668e-01,-2.139577e-02,"-3.426138e+01
",4
61,0,0.000000,1.067753e+01,1.082115e+00,3.492531e+00,5.313200e+00,4.452273e+00,4.880870e+00,3.800862e+00,3.419259e+00,2.954454e+00,3.595891e+00,1.145331e+00,-1.892640e-01,-3.805629e-02,"-3.154422e+01
",8
62,0,0.000000,9.918334e+00,1.142877e+00,4.518016e+00,5.456399e+00,5.284233e+00,6.056294e+00,2.646192e+00,2.965429e+00,2.006559e+00,1.296731e+00,4.461349e+00,1.039213e+00,2.236799e+00,"-3.318214e+01
",7
63,0,0.000000,1.378430e+01,-1.158147e+00,3.153069e+00,4.908172e+00,4.681768e+00,6.354501e+00,2.199369e+00,1.834605e+00,2.313827e+00,3.350600e+00,2.252595e+00,1.387751e+00,2.031806e+00,"-3.614345e+01
",4
64,0,0.000000,1.528765e+01,8.126061e+00,3.924592e+00,7.909933e+00,1.900326e+00,4.416556e+00,1.922149e+00,-3.992229e+00,-1.961020e+00,-6.004647e+00,-1.240218e+00,-1.083996e-01,6.249511e+00,"-4.535371e+01
",6
65,0,0.000000,1.086207e+01,-1.649981e+00,2.344665e+00,3.548334e+00,4.694928e+00,4.243076e+00,3.945633e+00,4.612605e+00,3.072305e+00,4.763081e+00,4.151275e+00,2.183911e+00,3.311226e+00,"-2.867750e+01
",2
66,0,0.000000,1.393118e+01,1.663754e+00,2.888666e+00,4.775625e+00,7.085910e+00,1.014218e+01,2.148253e+00,1.168501e+00,4.629233e+00,4.483206e+00,1.959625e+00,3.227312e+00,1.653752e+00,"-3.756078e+01
",6
67,0,0.000000,1.192010e+01,2.634643e+00,4.892384e+00,5.967213e+00,4.182195e+00,4.224882e+00,5.934032e+00,1.775602e+00,1.853949e+00,2.458583e+00,5.903587e-01,-1.776004e+00,8.836166e-01,"-3.712651e+01
",8
68,0,0.000000,-5.583306e+00,7.426818e+00,-1.868106e+00,8.885311e+00,6.635256e+00,2.986827e+00,4.069931e+00,3.853547e+00,3.827537e+00,3.029699e+00,3.302526e+00,1.756649e+00,1.949275e+00,"-2.346468e+01
",4
69,0,0.000000,9.885503e+00,-1.539491e+00,2.396468e+00,2.804541e+00,2.758218e+00,2.590771e+00,3.215239e+00,1.722368e+00,2.061392e+00,4.824198e+00,3.379303e+00,2.198130e+00,3.297390e+00,"-2.663937e+01
",2
70,0,0.000000,1.144475e+01,1.785802e+00,3.698143e+00,6.504667e+00,3.969652e+00,3.662939e+00,4.194695e+00,2.130289e+00,1.250889e+00,1.412381e+00,1.278949e+00,-7.096865e-01,-4.607080e-01,"-3.736858e+01
",5
71,0,0.000000,8.975093e+00,-6.999860e-01,2.948411e+00,4.152550e+00,5.337104e+00,4.161930e+00,3.519296e+00,3.289660e+00,3.800307e+00,3.491009e+00,3.958447e+00,2.151344e-01,1.802798e+00,"-2.952992e+01
",2
72,0,0.000000,1.413549e+01,7.477166e+00,4.980659e+00,1.024314e+01,1.766646e+00,4.253409e+00,1.414473e+00,-1.644729e+00,3.919359e-01,-3.192985e+00,8.249258e-01,-2.402723e+00,6.277611e-01,"-4.888377e+01
",5
73,0,0.000000,1.240790e+01,-1.850039e+00,2.240695e+00,4.331050e+00,5.815011e+00,5.456802e+00,3.016754e+00,2.809333e+00,1.867962e+00,1.715896e+00,1.789511e+00,1.294812e+00,1.720838e-01,"-3.508134e+01
",4
74,0,0.000000,9.244772e+00,-1.757757e+00,3.424372e+00,4.247400e+00,4.314730e+00,5.677815e+00,2.408266e+00,3.908913e+00,4.431969e+00,4.769763e+00,4.695151e+00,3.053349e+00,4.508452e+00,"-3.003169e+01
",2
75,0,0.000000,-4.643383e-01,7.481455e+00,2.351727e+00,1.304286e+01,4.826673e+00,5.325107e+00,-7.755852e-01,8.516814e+00,6.360916e+00,1.765497e+00,6.960854e+00,1.694542e+00,6.856899e-01,"-2.254577e+01
",3
76,0,0.000000,1.413111e+01,7.985293e+00,3.041930e+00,8.677048e+00,5.280241e+00,3.740494e+00,3.437317e+00,-4.071636e+00,2.681481e+00,-7.800127e+00,-2.250894e+00,-5.638900e+00,-2.273081e-01,"-4.436876e+01
",3
77,0,0.000000,1.311156e+01,2.210336e+00,4.783507e+00,6.969925e+00,5.133770e+00,1.031381e+01,2.486565e+00,2.034725e+00,-7.144666e-01,2.662478e+00,4.693326e+00,1.856880e+00,2.387026e+00,"-3.999209e+01
",7
78,0,0.000000,1.149262e+01,6.290836e-01,5.289376e+00,7.406478e+00,5.511161e+00,7.939846e+00,5.157258e+00,3.083311e+00,4.534678e+00,1.591926e+00,3.769151e+00,1.864689e+00,1.692240e+00,"-4.028802e+01
",7
79,0,0.000000,1.065778e+01,1.228475e+00,4.037597e+00,4.515779e+00,5.639857e+00,5.625862e+00,3.462126e+00,3.525121e+00,4.206242e+00,3.657582e+00,2.489742e+00,5.721740e-01,1.399288e+00,"-3.196239e+01
",8
80,0,0.000000,1.227269e+01,9.979777e-01,3.684265e+00,4.845409e+00,5.654206e+00,6.442341e+00,3.360476e+00,2.318155e+00,3.005037e+00,2.169232e+00,2.697327e-01,-6.801363e-01,6.212513e-01,"-3.703502e+01
",8
81,0,0.000000,1.313027e+01,4.142113e+00,5.049609e+00,1.053215e+01,5.984778e+00,8.670711e+00,3.425570e+00,-1.464140e+00,1.793403e+00,1.891798e+00,4.945489e+00,2.826240e+00,1.398458e+00,"-4.572160e+01
",7
82,0,0.000000,1.449638e+01,7.785183e+00,2.219960e+00,8.229543e+00,6.180211e+00,6.173725e+00,4.278753e+00,-2.571169e+00,7.147346e-01,-6.637114e+00,-3.353840e+00,-4.573030e+00,3.079148e+00,"-4.587338e+01
",3
83,0,0.000000,1.195344e+01,-1.237721e+00,1.492259e+00,3.934687e+00,5.809527e+00,6.486353e+00,4.258813e+00,2.843410e+00,3.576811e+00,3.825470e+00,1.286527e+00,2.625412e+00,1.780114e+00,"-3.353349e+01
",6
84,0,0.000000,-5.013555e+00,3.210796e+00,3.936895e+00,8.879723e+00,3.617891e+00,9.342974e+00,3.186560e+00,9.743510e-01,-4.377365e-02,1.449954e+00,6.182598e+00,1.377787e+00,-1.003050e+00,"-2.384134e+01
",4
85,0,0.000000,9.936440e+00,-1.560181e+00,4.238618e+00,2.689183e+00,3.590462e+00,4.396345e+00,3.775439e+00,1.910901e+00,2.774206e+00,3.970329e+00,4.609956e+00,2.095401e+00,3.456176e+00,"-2.867918e+01
",2
86,0,0.000000,3.976201e+00,7.345756e+00,2.289234e+00,1.249915e+00,7.656605e+00,5.162163e+00,8.239827e-01,2.880075e+00,5.921027e+00,2.104383e+00,2.080396e+00,3.021090e+00,-1.564223e-01,"-3.200356e+01
",6
87,0,0.000000,1.194558e+01,3.772948e-02,4.427086e+00,5.215635e+00,6.393261e+00,6.526669e+00,2.717633e+00,2.323866e+00,3.474487e+00,2.341227e+00,3.868641e+00,1.549102e+00,2.615227e+00,"-3.909704e+01
",7
88,0,0.000000,1.033085e+01,-6.796395e-01,4.226547e+00,4.347757e+00,3.113366e+00,4.869317e+00,3.064276e+00,2.324388e+00,3.034676e+00,4.094854e+00,2.973621e+00,1.381120e+00,2.433589e+00,"-3.127934e+01
",1
89,0,0.000000,7.392544e+00,6.912932e+00,-6.179802e-01,9.966870e+00,-5.995035e-02,1.229770e+01,-3.819438e+00,1.038940e+01,-7.930036e-01,2.254120e+00,5.385572e+00,-2.607269e+00,4.230926e+00,"-3.709060e+01
",5
90,0,0.000000,1.122775e+01,3.290772e+00,2.913835e+00,6.264881e+00,5.570734e+00,6.009040e+00,3.412137e+00,2.811772e+00,4.563263e+00,4.659821e-01,1.877499e+00,-4.134160e+00,-2.382279e+00,"-3.832657e+01
",3
91,0,0.000000,1.090872e+01,-7.432785e-01,3.469331e+00,3.093648e+00,3.682146e+00,4.831056e+00,3.549031e+00,1.368407e+00,3.216759e+00,3.986188e+00,2.795211e+00,1.519149e+00,2.196597e+00,"-3.091669e+01
",1
92,0,0.000000,9.077580e+00,-1.257145e+00,2.471788e+00,4.859159e+00,3.953751e+00,3.154300e+00,3.323176e+00,2.148199e+00,1.772947e+00,3.478364e+00,3.164583e+00,1.135054e+00,1.762416e+00,"-2.831595e+01
",1
93,0,0.000000,9.744236e+00,1.413738e+00,4.984206e+00,7.070976e+00,4.629828e+00,9.028457e+00,3.625612e+00,2.111888e+00,3.840788e+00,2.073722e+00,5.821972e+00,2.079783e+00,3.268918e+00,"-3.635982e+01
",7
94,0,0.000000,1.327210e+01,3.236616e+00,5.291738e+00,7.586907e+00,4.521843e+00,5.656825e+00,5.605457e+00,2.107694e+00,1.488657e+00,1.435188e+00,-3.647749e-01,-1.634774e+00,-1.737435e+00,"-4.097929e+01
",5
95,0,0.000000,-7.090257e+00,4.575786e+00,4.904904e+00,8.449018e+00,2.050502e+00,1.585681e+01,2.714636e-01,1.947015e+00,4.103545e+00,1.794338e+00,8.510180e+00,-2.953465e+00,-1.235893e+00,"-2.479013e+01
",4
96,0,0.000000,1.090545e+01,-1.559475e+00,2.598643e+00,3.412204e+00,3.408551e+00,3.439758e+00,2.650300e+00,1.070277e+00,2.197057e+00,3.620594e+00,3.238843e+00,1.113871e+00,2.099761e+00,"-2.994371e+01
",1
97,0,0.000000,1.412306e+01,7.143963e+00,2.704703e+00,8.678543e+00,4.174653e+00,6.894932e+00,2.848167e+00,1.343006e-01,3.383719e+00,-4.106093e+00,-1.248680e-02,-5.921910e+00,-2.456061e+00,"-4.421210e+01
",3
98,0,0.000000,1.035084e+01,-1.088813e+00,2.575819e+00,4.150978e+00,5.479460e+00,4.692513e+00,4.457518e+00,4.505728e+00,3.205934e+00,4.953654e+00,3.292311e+00,1.814644e+00,2.201953e+00,"-2.756234e+01
",2
99,0,0.000000,1.599909e+01,7.393486e+00,2.146566e+00,7.052818e+00,3.940323e+00,4.264480e+00,2.443486e+00,-5.580372e+00,-2.934495e-02,-6.346774e+00,-3.254600e+00,-2.204254e+00,4.227881e+00,"-4.713609e+01
",6
100,0,0.000000,1.474487e+01,7.698401e+00,4.025232e+00,8.982719e+00,4.930303e+00,6.980047e+00,3.580811e+00,-4.769000e+00,1.841251e+00,-4.131047e+00,-3.217001e+00,-5.470475e+00,-2.950909e-01,"-4.471581e+01
",6
101,0,0.000000,1.346785e+01,8.219683e-01,4.239938e+00,4.171848e+00,6.513654e+00,7.553880e+00,4.892113e+00,2.623067e+00,2.453319e+00,4.547378e+00,3.230067e+00,1.931306e+00,2.413582e+00,"-3.965794e+01
",7
102,0,0.000000,1.069463e+01,-1.563507e+00,2.883830e+00,4.112801e+00,4.543501e+00,5.861867e+00,5.384233e+00,4.004578e+00,4.618726e+00,5.531757e+00,4.190161e+00,1.692279e+00,2.990440e+00,"-3.055396e+01
",2
103,0,0.000000,1.045405e+01,-1.771009e+00,3.526352e+00,4.137171e+00,4.968243e+00,5.518410e+00,4.135909e+00,3.985395e+00,4.485701e+00,4.411539e+00,4.445273e+00,2.010616e+00,3.005164e+00,"-2.956312e+01
",2
104,0,0.000000,-1.485440e+00,-4.878195e-01,-2.691737e+00,4.751570e-01,-4.893354e+00,-5.929715e+00,-6.880167e+00,-1.081844e+00,8.217483e+00,7.941469e+00,8.022728e+00,4.268106e+00,1.010132e+00,"-1.567578e+01
",6
105,0,0.000000,1.166276e+01,2.758605e+00,4.413293e+00,5.654540e+00,5.287980e+00,6.159343e+00,3.947386e+00,2.173383e+00,3.077055e+00,2.748529e+00,8.488421e-01,-3.428492e-01,1.553320e+00,"-3.735146e+01
",8
106,0,0.000000,-8.498955e-01,1.020687e+01,5.725771e+00,1.227423e+01,3.518319e-02,6.700728e+00,3.392621e+00,1.705353e+00,1.579606e+00,-1.898181e+00,-2.087440e-01,-3.200663e+00,-4.559692e-01,"-3.923380e+01
",5
107,0,0.000000,-9.479570e-01,1.183807e+01,6.105352e+00,1.241968e+01,-8.621722e-01,4.642279e+00,3.224009e-01,-1.431694e+00,-1.573326e+00,-1.428897e+00,1.232873e+00,-1.776147e+00,6.469049e-01,"-3.768523e+01
",5
